annee_scolaire;diplome;libelle_diplome;code_niveau;type_diplome;code_groupe_specialite;libelle_specialite;libelle_specialite_com;id_og;libelle_og;id_etab;nom_complet_cfa;numero_section;duree_formation_mois;annee_formation;id_siteformation;code_uai_site;libelle_lien_cfa;nom_site_formation;adresse1_site;adresse2_site;adresse3_site;code_commune_site_insee;code_postal_site;libelle_ville_site;num_section;age_jeune_decembre;handicap_oui_non_vide;code_sexe;sexe;code_qualite;libelle_qualite;code_nationalite;libelle_nationalite;code_pcs;libelle_pcs_parent;code_statut_jeune;libelle_statut_jeune;code_origine_prec_cfa;libelle_origine_prec_cfa;code_origine_annee_prec;libelle_origine_annee_prec;code_depart_jeune_insee;code_commune_jeune_insee;code_postal_jeune;libelle_ville_jeune;code_naf_entreprise;depart_entreprise;code_insee_entreprise;code_uai_etab_annee_prec
11/12;25031311;Assurance, banque, finance, spécialité commercialisation de produits et services bancaires (LP);2;LICENCE PRO;313;Finances, banque, assurances;Finances, banque, assurances, immobilier;118;Association pour le Développement de la Formation Supérieure par Alternance;157;CFA Descartes de Marne la Vallée;52;12;1;1057;0772468P;Local du CFA;CFA Descartes de Marne la Vallée;4 - 6 allée Kepler -;Parc de la Haute Maison;;77083;77420;CHAMPS-SUR-MARNE;52;26;;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;111;EMPLOI (Y COMPRIS CES);111;EMPLOI (Y COMPRIS CES);93;93033;93460;GOURNAY-SUR-MARNE;6419Z;93;93010;77
11/12;25031311;Assurance, banque, finance, spécialité commercialisation de produits et services bancaires (LP);2;LICENCE PRO;313;Finances, banque, assurances;Finances, banque, assurances, immobilier;118;Association pour le Développement de la Formation Supérieure par Alternance;157;CFA Descartes de Marne la Vallée;52;12;1;1057;0772468P;Local du CFA;CFA Descartes de Marne la Vallée;4 - 6 allée Kepler -;Parc de la Haute Maison;;77083;77420;CHAMPS-SUR-MARNE;52;22;;F;Féminin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;109;CONTRAT DE PROFESSIONNALISATION;109;CONTRAT DE PROFESSIONNALISATION;93;93048;93100;MONTREUIL;6419Z;94;94033;92
11/12;45033104;Préparateur en pharmacie (BP);4;BP;331;Santé;Santé, sanitaire et social;7;Association des Cours Professionnels de Pharmacie, Santé, Sanitaire, Social et Environnement et Sciences de la Vie;7;CFA Pharmacie, Santé, Sanitaire et Social;9;24;2;17;0912273B;Local du CFA;Centre Hoche;25 rue Hoche;;;91326;91260;JUVISY-SUR-ORGE;9;23;;F;Féminin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;39;TERMINALE DE BEP OU 2EME ANNEE CAP EN 2 ANS (en lycée);87;2EME ANNEE BP OU BM (STATUT APPRENTISSAGE);91;91215;91860;EPINAY-SOUS-SENART;8610Z;91;91667;0780293V
11/12;40032402;Secrétariat (BAC PRO);4;BAC PRO;324;Secrétariat, bureautique;Secrétariat, bureautique;57;Chambre de Commerce et d'Industrie de Versailles Val d'Oise - Yvelines;73;CFA de la CCIV - GESCIA;19;36;2;122;0951721E;Local du CFA;CFA CCIV - IFA Pierre-Salvi;24 bis boulevard d'Ormesson;;;95210;95880;ENGHIEN-LES-BAINS;19;21;;F;Féminin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;39;TERMINALE DE BEP OU 2EME ANNEE CAP EN 2 ANS (en lycée);39;TERMINALE DE BEP OU 2EME ANNEE CAP EN 2 ANS (en lycée);95;95574;95390;SAINT-PRIX;5621Z;95;95018;95
11/12;50023217;Maçon (CAP);5;CAP;232;Bâtiment : construction et couverture;Bâtiment : construction et couverture;214;Assoc. pour la Formation &le Perfectionnement dans le Bâtiment, les Travaux Publics & activités annexes(Noisy le Grand);46;CFA du Bâtiment et des Travaux Publics de Noisy-le-Grand;15;24;2;84;0931815T;Local du CFA;CFA du Bâtiment et des Travaux Publics;1-3 rue du Ballon;;;93051;93160;NOISY-LE-GRAND;15;16;;M;Masculin;D;Demi-pensionnaire;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;23;3EME GENERALE (en collège);73;1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);94;94017;94500;CHAMPIGNY-SUR-MARNE;4334Z;94;94017;0931815T
11/12;50031120;Distribution d'objets et services à la clientèle (CAP);5;CAP;311;Transport, manutention, magasinage;Transport, logistique;216;FORMAPOSTE Ile de France;367;CFA des Métiers de la Poste en Ile de France;42;12;1;2071;0752846L;Convention L6231-3;Lycée Eric-Satie;2-4 rue Durouchoux;;;75114;75014;PARIS;42;22;;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;67;1ER CYCLE UNIVERSITAIRE (DEUG...);67;1ER CYCLE UNIVERSITAIRE (DEUG...);75;75119;75019;PARIS;5310Z;75;75108;993
11/12;25022122;Industrie agro-alimentaire, alimentation spé production, qualité et management en restauration collective (LP Paris 11);2;LICENCE PRO;221;Agro-alimentaire, alimentation, cuisine;Agro-alimentaire, alimentation, cuisine;36;Association pour le Développement des Métiers de la Table Jean Blat;38;CFA des métiers de la table;72;12;1;73;0752830U;Local du CFA;CFA des Métiers de la Table;17 rue Jacques Ibert;;;75117;75017;PARIS;72;20;N;M;Masculin;E;Externe;1;France;54;Employé administratif d'entreprise;A;Contrat d'apprentissage;61;2EME ANNEE BTS (en lycée);61;2EME ANNEE BTS (en lycée);75;75105;75005;PARIS;5629B;92;92051;75
11/12;45033104;Préparateur en pharmacie (BP);4;BP;331;Santé;Santé, sanitaire et social;68;Association des Cours Professionnels et de Perfectionnement pour les Employés et les Préparateurs en Pharmacie;100;CFA de la Pharmacie Paris-Île-de-France;4;24;2;176;0751497V;Local du CFA;CFA de la Pharmacie de Paris;59 rue Planchat;;;75120;75020;PARIS;4;22;;F;Féminin;E;Externe;1;France;22;Commercant et assimilé;A;Contrat d'apprentissage;117;AUTRE;85;1ERE ANNEE BP OU BM (STATUT APPRENTISSAGE);94;94021;94550;CHEVILLY-LARUE;4773Z;94;94076;0751497V
11/12;40031402;Comptabilité (BAC PRO);4;BAC PRO;314;Comptabilité, gestion;Comptabilité, gestion;57;Chambre de Commerce et d'Industrie de Versailles Val d'Oise - Yvelines;73;CFA de la CCIV - GESCIA;1;24;2;122;0951721E;Local du CFA;CFA CCIV - IFA Pierre-Salvi;24 bis boulevard d'Ormesson;;;95210;95880;ENGHIEN-LES-BAINS;1;19;;F;Féminin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;45;TERMINALE PROFESSIONNELLE (2EME ANNEE BAC PRO OU BT) (en lycée);43;1ERE PROFESSIONNELLE (1ERE ANNEE BAC PRO OU BT) (en lycée);27;27311;27800;HARCOURT;8411Z;95;95210;95
11/12;;Ingénieur diplôme de l'école supérieure d'informatique, électronique, automatique;1;ING;201;Techno. de commandes des transformations industrielles (automatismes et robotique industriels,informatique industrielle);Technologies et management de la production;219;Asso. gestionnaire dans l'Informatique, les Systèmes d'information, les Télécoms, l'Electronique et Automatisme - AGITEA;372;CFA de l'Informatique, des Télécoms, et de l'Electronique en Ile de France - ITE;3;36;2;1646;0755450S;UFA (L6232-8);ESIEA Ecole Supérieure Informatique Electronique;9 rue Vésale;;;75107;75005;PARIS;3;21;;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;61;2EME ANNEE BTS (en lycée);61;2EME ANNEE BTS (en lycée);75;75115;75015;PARIS;6202A;94;94003;51
11/12;40025506;Electrotechnique énergie équipements communicants (BAC PRO);4;BAC PRO;255;Electricité, électronique (non compris automatismes, productique);Électricité, électronique;405;CMA Chambre de Métiers et de l'Artisanat de la  Seine et Marne;461;CFA de la Chambre des Métiers et de l'Artisanat de la Seine-et-Marne;101;36;3;2544;0770998S;Annexe du CFA;CFA de la CMA de la Seine et Marne - Annexe de  Meaux;51 avenue des Sablons Bouillants;Zone Industrielle du SUD;;77284;77100;MEAUX;101;19;N;M;Masculin;D;Demi-pensionnaire;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;23;3EME GENERALE (en collège);89;1ERE ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE);77;77349;77280;OTHIS;4321A;93;93029;0772690F
11/12;50023441;Menuisier fabricant de menuiserie, mobilier et agencement (CAP);5;CAP;234;Travail du bois et de l'ameublement;Travail du bois et de l'ameublement;213;Assoc. pour la Formation &le Perfectionnement dans le Bâtiment, les Travaux Publics & activités annexes(Rueil Malmaison);63;CFA du Bâtiment et des Travaux Publics - Rueil Malmaison;30;24;2;15;0921379Z;Local du CFA;CFA du Bâtiment et des Travaux Publics;35 rue Marquis de Coriolis;;;92063;92500;RUEIL-MALMAISON;30;17;;M;Masculin;D;Demi-pensionnaire;1;France;54;Employé administratif d'entreprise;A;Contrat d'apprentissage;23;3EME GENERALE (en collège);23;3EME GENERALE (en collège);92;92050;92000;NANTERRE;4333Z;92;92063;0921379Z
11/12;50023317;Installateur sanitaire (CAP);5;CAP;233;Bâtiment : finitions;Bâtiment : finition;212;Association pour la Formation & le Perfectionnement dans le Bâtiment, les Travaux Publics & activités annexes (Ermont);25;CFA du Bâtiment et des Travaux Publics d'Ermont;22;24;1;58;0951625A;Local du CFA;CFA du Bâtiment et des Travaux Publics;18 bis rue Ferdinand Buisson;;;95219;95120;ERMONT;22;17;;M;Masculin;D;Demi-pensionnaire;1;France;54;Employé administratif d'entreprise;A;Contrat d'apprentissage;73;1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);73;1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);78;78138;78570;CHANTELOUP-LES-VIGNES;4399A;78;78358;78
11/12;50022713;Installateur thermique (CAP);5;CAP;227;Energie, génie climatique (y compris énergie nucléaire, thermique, hydraulique, utilités : froid, climatis., chauffage);Énergie, climatisation;212;Association pour la Formation & le Perfectionnement dans le Bâtiment, les Travaux Publics & activités annexes (Ermont);25;CFA du Bâtiment et des Travaux Publics d'Ermont;23;24;2;58;0951625A;Local du CFA;CFA du Bâtiment et des Travaux Publics;18 bis rue Ferdinand Buisson;;;95219;95120;ERMONT;23;19;;M;Masculin;E;Externe;1;France;54;Employé administratif d'entreprise;A;Contrat d'apprentissage;43;1ERE PROFESSIONNELLE (1ERE ANNEE BAC PRO OU BT) (en lycée);73;1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);95;95018;95100;ARGENTEUIL;4120A;78;78311;0951625A
11/12;50023319;Peintre-applicateur de revêtement (CAP);5;CAP;233;Bâtiment : finitions;Bâtiment : finition;212;Association pour la Formation & le Perfectionnement dans le Bâtiment, les Travaux Publics & activités annexes (Ermont);25;CFA du Bâtiment et des Travaux Publics d'Ermont;27;24;2;58;0951625A;Local du CFA;CFA du Bâtiment et des Travaux Publics;18 bis rue Ferdinand Buisson;;;95219;95120;ERMONT;27;17;;M;Masculin;D;Demi-pensionnaire;1;France;61;Ouvrier qualifié;A;Contrat d'apprentissage;7;SEGPA (6ème a la 3ème) et SES;73;1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);92;92025;92700;COLOMBES;4334Z;95;95203;0951625A
11/12;45033607;Esthétique cosmétique parfumerie (BP);4;BP;336;Coiffure, esthétique, et autres spécialités des services aux personnes;Coiffure, esthétique;131;Chambre de Métiers et de l'Artisanat du Val d'Oise;123;CFA de la Chambre de Métiers et Artisanat du Val d'Oise;48;24;1;221;0951963T;Local du CFA;CFA CMA 95 - IMA Eaubonne;18 rue des Bouquinvilles;;;95203;95600;EAUBONNE;48;18;O;F;Féminin;D;Demi-pensionnaire;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;75;2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);75;2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);95;95476;95520;OSNY;9602B;78;78015;993
11/12;35031001;Gestion des entreprises et des administrations GEA option : petites et moyennes organisations (DUT);3;DUT;310;Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités);Administration et management des entreprises;173;Paris Sports Développement;287;CFA université et sports;1;36;3;1054;0755088Y;Local du CFA;CFA Université et Sports;17 avenue Pierre de Coubertin;;;75114;75014;PARIS;1;19;N;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;51;TERMINALE GENERALE (en lycée);99;2EME ANNEE DUT (STATUT APPRENTISSAGE);77;77217;77166;GRISY-SUISNES;4321A;77;77053;0755088Y
11/12;1033604;Coloriste permanentiste (MC niveau V);5;MC;336;Coiffure, esthétique, et autres spécialités des services aux personnes;Coiffure, esthétique;131;Chambre de Métiers et de l'Artisanat du Val d'Oise;123;CFA de la Chambre de Métiers et Artisanat du Val d'Oise;29;12;1;221;0951963T;Local du CFA;CFA CMA 95 - IMA Eaubonne;18 rue des Bouquinvilles;;;95203;95600;EAUBONNE;29;17;O;F;Féminin;D;Demi-pensionnaire;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;23;3EME GENERALE (en collège);75;2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);95;95607;95150;TAVERNY;9602A;95;95572;0951963T
11/12;45033607;Esthétique cosmétique parfumerie (BP);4;BP;336;Coiffure, esthétique, et autres spécialités des services aux personnes;Coiffure, esthétique;131;Chambre de Métiers et de l'Artisanat du Val d'Oise;123;CFA de la Chambre de Métiers et Artisanat du Val d'Oise;48;24;1;221;0951963T;Local du CFA;CFA CMA 95 - IMA Eaubonne;18 rue des Bouquinvilles;;;95203;95600;EAUBONNE;48;21;O;F;Féminin;D;Demi-pensionnaire;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;23;3EME GENERALE (en collège);999;INCONNUE;95;95060;95550;BESSANCOURT;4775Z;78;78172;993
11/12;25022214;Industries chimiques et pharmaceutiques spé métiers de la chimie organique : synthèse et analyse (LP Paris 6);2;LICENCE PRO;222;Transformations chimiques et apparentées (y compris industrie pharmaceutique);Chimie (parfum, cosmétique, pétrole, traitement de l'eau...);5;Association pour la Formation dans les Industries Chimiques et Parachimiques de la région IdF;5;CFA AFI 24 Île-de-France;27;12;1;1013;0751722P;UFA (L6232-8);UPMC Paris Universitas Paris 6;4 place Jussieu;;;75105;75005;PARIS;27;23;;F;Féminin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;99;2EME ANNEE DUT (STATUT APPRENTISSAGE);99;2EME ANNEE DUT (STATUT APPRENTISSAGE);34;34199;34120;PEZENAS;2042Z;93;93005;38
11/12;50023317;Installateur sanitaire (CAP);5;CAP;233;Bâtiment : finitions;Bâtiment : finition;212;Association pour la Formation & le Perfectionnement dans le Bâtiment, les Travaux Publics & activités annexes (Ermont);25;CFA du Bâtiment et des Travaux Publics d'Ermont;22;24;2;58;0951625A;Local du CFA;CFA du Bâtiment et des Travaux Publics;18 bis rue Ferdinand Buisson;;;95219;95120;ERMONT;22;20;;M;Masculin;D;Demi-pensionnaire;1;France;54;Employé administratif d'entreprise;A;Contrat d'apprentissage;111;EMPLOI (Y COMPRIS CES);73;1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);95;95446;95690;NESLES-LA-VALLEE;4322A;95;95304;0951625A
11/12;25031306;Assurance, banque, finance : carrières de l'immobilier (LP Evry);2;LICENCE PRO;313;Finances, banque, assurances;Finances, banque, assurances, immobilier;56;Association pour la Promotion et la Gestion d'un Centre d'Enseignement Supérieur par l'Apprentissage à Evry;69;CFA d' Évry Val d'Essonne;46;12;1;569;0911990U;Convention L6231-3;Université d'Evry Val-d'Essonne - IUT d'Evry;Centre Romero;Cours Monseigneur Romero;;91228;91000;EVRY;46;25;;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;95;2EME ANNEE BTS (STATUT APPRENTISSAGE);95;2EME ANNEE BTS (STATUT APPRENTISSAGE);91;91600;91450;SOISY-SUR-SEINE;6831Z;77;77495;993
11/12;40321405;Amenagements paysagers (BAC PRO AG);4;BAC PRO AG;214;Aménagement paysager (parcs, jardins, espaces verts, terrains de sport);Agriculture, espaces verts, élevage et soins des animaux;42;EPLEFPA de la Bretonnière;44;CFA de l' EPLEFPA Agricole;52;36;3;484;0771817G;Local du CFA;CFA de l' EPLEFPA La Bretonnière;La Bretonnière;;;77070;77120;CHAILLY-EN-BRIE;52;22;O;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;51;TERMINALE GENERALE (en lycée);91;2EME ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE);77;77475;77470;TRILPORT;8411Z;77;77330;0771817G
11/12;40031402;Comptabilité (BAC PRO);4;BAC PRO;314;Comptabilité, gestion;Comptabilité, gestion;57;Chambre de Commerce et d'Industrie de Versailles Val d'Oise - Yvelines;73;CFA de la CCIV - GESCIA;18;36;1;122;0951721E;Local du CFA;CFA CCIV - IFA Pierre-Salvi;24 bis boulevard d'Ormesson;;;95210;95880;ENGHIEN-LES-BAINS;18;17;;F;Féminin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;43;1ERE PROFESSIONNELLE (1ERE ANNEE BAC PRO OU BT) (en lycée);43;1ERE PROFESSIONNELLE (1ERE ANNEE BAC PRO OU BT) (en lycée);95;95018;95100;ARGENTEUIL;4669C;95;95018;95
11/12;50033610;Coiffure (CAP);5;CAP;336;Coiffure, esthétique, et autres spécialités des services aux personnes;Coiffure, esthétique;131;Chambre de Métiers et de l'Artisanat du Val d'Oise;123;CFA de la Chambre de Métiers et Artisanat du Val d'Oise;9;24;1;221;0951963T;Local du CFA;CFA CMA 95 - IMA Eaubonne;18 rue des Bouquinvilles;;;95203;95600;EAUBONNE;9;16;O;F;Féminin;D;Demi-pensionnaire;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;23;3EME GENERALE (en collège);13;CPA OU CLIPA DE CFA;95;95018;95100;ARGENTEUIL;9602A;95;95582;0951963T
11/12;50033610;Coiffure (CAP);5;CAP;336;Coiffure, esthétique, et autres spécialités des services aux personnes;Coiffure, esthétique;131;Chambre de Métiers et de l'Artisanat du Val d'Oise;123;CFA de la Chambre de Métiers et Artisanat du Val d'Oise;9;24;2;221;0951963T;Local du CFA;CFA CMA 95 - IMA Eaubonne;18 rue des Bouquinvilles;;;95203;95600;EAUBONNE;9;17;O;F;Féminin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;23;3EME GENERALE (en collège);73;1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);95;95598;95230;SOISY-SOUS-MONTMORENCY;9602A;95;95210;0951963T
11/12;13531029;Sciences économiques et de gestion : sciences du management spé stratégie, pilotage et contrôle dans l'entreprise (MASTER Evry);1;MASTER PRO;310;Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités);Administration et management des entreprises;56;Association pour la Promotion et la Gestion d'un Centre d'Enseignement Supérieur par l'Apprentissage à Evry;69;CFA d' Évry Val d'Essonne;75;12;1;733;0911975C;Convention L6231-3;Université d'Evry-Val d'Essonne;Institut de la Poste;2 rue du Facteur Cheval;;91228;91000;EVRY;75;24;;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;999;INCONNUE;999;INCONNUE;77;77186;77300;FONTAINEBLEAU;7820Z;75;75102;993
11/12;32025006;Industrialisation des produits mécaniques (BTS);3;BTS;250;Spécialités pluri-technologiques mécanique-électricité (y compris maintenance mécanique-électricité);Mécanique et électricité : conception et maintenance;84;Lycée Technique Public Dorian;119;CFA Public Dorian;12;24;2;2195;0752314H;Local du CFA;CFA Public Dorian - Philippe-Auguste;74 avenue Philippe-Auguste;;;75120;75014;PARIS;12;20;;M;Masculin;D;Demi-pensionnaire;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;45;TERMINALE PROFESSIONNELLE (2EME ANNEE BAC PRO OU BT) (en lycée);93;1ERE ANNEE BTS (STATUT APPRENTISSAGE);95;95585;95200;SARCELLES;2562B;95;95680;0752314H
11/12;50022132;Boulanger (CAP);5;CAP;221;Agro-alimentaire, alimentation, cuisine;Agro-alimentaire, alimentation, cuisine;131;Chambre de Métiers et de l'Artisanat du Val d'Oise;123;CFA de la Chambre de Métiers et Artisanat du Val d'Oise;47;24;2;1109;0952107Z;Annexe du CFA;CFA CMA 95 - IMA Villier-le-Bel;43 avenue Pierre Semard;;;95680;95400;VILLIERS-LE-BEL;47;17;O;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;23;3EME GENERALE (en collège);73;1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);95;95680;95400;VILLIERS-LE-BEL;1071C;95;95489;0952107Z
11/12;50022131;Cuisine (CAP);5;CAP;221;Agro-alimentaire, alimentation, cuisine;Agro-alimentaire, alimentation, cuisine;36;Association pour le Développement des Métiers de la Table Jean Blat;38;CFA des métiers de la table;76;24;2;73;0752830U;Local du CFA;CFA des Métiers de la Table;17 rue Jacques Ibert;;;75117;75017;PARIS;76;16;N;M;Masculin;D;Demi-pensionnaire;1;France;38;Ingénieur - cadre technicien d'entreprise;A;Contrat d'apprentissage;23;3EME GENERALE (en collège);73;1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);92;92024;92110;CLICHY;5610A;75;75112;0752830U
11/12;50025523;Préparation et réalisation d'ouvrages électriques (CAP);5;CAP;255;Electricité, électronique (non compris automatismes, productique);Électricité, électronique;212;Association pour la Formation & le Perfectionnement dans le Bâtiment, les Travaux Publics & activités annexes (Ermont);25;CFA du Bâtiment et des Travaux Publics d'Ermont;29;24;2;58;0951625A;Local du CFA;CFA du Bâtiment et des Travaux Publics;18 bis rue Ferdinand Buisson;;;95219;95120;ERMONT;29;17;;M;Masculin;D;Demi-pensionnaire;1;France;61;Ouvrier qualifié;A;Contrat d'apprentissage;15;4EME GENERALE (en collège);73;1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);95;95149;95270;CHAUMONTEL;4321A;95;95682;0951625A
